Subtype	Sample	Kinase	Activity
SI	P001	CDK7	9.094211426959765e-26
SII	P002	CDK7	8.559816336612068e-17
SI	P003	CDK7	1.622839551164815e-06
SII	P004	CDK7	7.275901761695285e-07
SII	P005	CDK7	3.600998967602476e-07
SI	P006	CDK7	8.792141362055436e-19
SII	P007	CDK7	2.049591575403523e-15
SII	P008	CDK7	4.2711144465141585e-28
SII	P009	CDK7	0.009095121136738939
SI	P010	CDK7	7.686995461814366e-08
SII	P011	CDK7	5.953472156057864e-07
SII	P012	CDK7	2.8311944266406853e-16
SI	P013	CDK7	2.7302091702288343e-14
SI	P014	CDK7	1.445595837624649e-21
SI	P015	CDK7	1.3607148532369344e-12
SI	P016	CDK7	8.967024239240379e-09
SI	P017	CDK7	3.5441996458386087e-09
SI	P018	CDK7	1.7832053531796365e-08
SI	P019	CDK7	1.0533482635287838e-10
SI	P020	CDK7	1.7676091669165804e-18
SI	P021	CDK7	8.713910815974766e-14
SII	P022	CDK7	6.4189402460843115e-15
SI	P023	CDK7	3.732020212938373e-12
SII	P025	CDK7	5.557619893789825e-11
SI	P026	CDK7	1.1524468577017498e-19
SII	P027	CDK7	2.538280679110486e-09
SII	P028	CDK7	2.2565177341266012e-11
SI	P029	CDK7	4.496721251046911e-05
SI	P030	CDK7	6.50255186910504e-17
SII	P031	CDK7	1.624231001497959e-08
SIII	P032	CDK7	0.003859674690493928
SII	P033	CDK7	4.0455836428861865e-11
SI	P034	CDK7	1.5776470521913674e-07
SIII	P035	CDK7	0.00011672175539673037
SI	P036	CDK7	5.783557432900028e-23
SII	P037	CDK7	3.701196461526047e-08
SII	P038	CDK7	0.00031372476249784815
SI	P039	CDK7	1.3179111135398945e-13
SI	P040	CDK7	7.389054651433216e-10
SI	P041	CDK7	8.084986844563591e-09
SII	P042	CDK7	1.728774175505567e-09
SII	P043	CDK7	4.6039964220054753e-23
SII	P044	CDK7	0.0031856326053394555
SI	P046	CDK7	2.1712794046497746e-16
SI	P047	CDK7	8.934044952340841e-07
SI	P048	CDK7	0.00641939369001075
SI	P049	CDK7	2.253635993229479e-07
SI	P050	CDK7	5.218633174410614e-15
SII	P051	CDK7	7.38768486888137e-18
SIII	P052	CDK7	0.00019878141967945027
SI	P053	CDK7	1.3596560851377958e-10
SII	P054	CDK7	0.00033645600026162227
SII	P055	CDK7	9.605910171667284e-07
SI	P056	CDK7	2.0456535280243414e-15
SI	P057	CDK7	6.20989380430257e-07
SI	P058	CDK7	2.833244318626051e-14
SI	P059	CDK7	3.0201980772588126e-06
SI	P060	CDK7	6.42499144677598e-18
SII	P061	CDK7	2.9885230994761692e-05
SI	P062	CDK7	6.133085059022786e-13
SI	P063	CDK7	8.059047499615656e-18
SI	P064	CDK7	6.581390405044584e-07
SI	P065	CDK7	1.6307350305804858e-16
SI	P066	CDK7	4.039029563656835e-12
SI	P067	CDK7	3.4452323321029554e-22
SI	P068	CDK7	2.057967724362068e-15
SI	P069	CDK7	7.031512873780326e-18
SII	P070	CDK7	7.074606001299821e-05
SII	P071	CDK7	6.05178515128756e-08
SIII	P072	CDK7	0.00012984387834152433
SIII	P073	CDK7	0.00037782941749292667
SIII	P074	CDK7	0.05261039788703915
SIII	P075	CDK7	0.15633703868437665
SIII	P076	CDK7	4.102282738378841e-06
SII	P077	CDK7	9.957769475845672e-11
SII	P078	CDK7	2.1311758825475562e-05
SIII	P079	CDK7	8.023238904638108e-13
SI	P080	CDK7	4.298420904104328e-09
SII	P081	CDK7	9.490409990513708e-14
SI	P082	CDK7	7.08948872956556e-18
SIII	P083	CDK7	0.25081662562524976
SIII	P084	CDK7	0.3463912482013044
SIII	P085	CDK7	0.02081661103822471
SIII	P086	CDK7	0.9700881730764991
SI	P087	CDK7	8.398165308296866e-12
SII	P088	CDK7	0.04899980427823684
SIII	P089	CDK7	1.1433554058366666e-06
SI	P090	CDK7	4.987655943507996e-06
SIII	P091	CDK7	2.3421157042957758e-08
SIII	P092	CDK7	0.563173100674905
SIII	P093	CDK7	0.021143845092462307
SIII	P094	CDK7	0.0008753804835712512
SII	P095	CDK7	0.0025440566475991525
SI	P096	CDK7	4.1076253395894235e-11
SIII	P097	CDK7	3.2194416078120783e-12
SIII	P098	CDK7	2.2626415251947852e-10
SII	P099	CDK7	0.011538018120775942
SIII	P100	CDK7	5.509537867491401e-07
SIII	P101	CDK7	0.001894247125095876
SI	P102	CDK7	1.2781026442157656e-14
SI	P104	CDK7	6.294739765231803e-18
SI	P105	CDK7	6.354993302600772e-19
SI	P106	CDK7	1.6604320156768227e-18
SIII	P107	CDK7	0.6253801721832519
SI	P108	CDK7	7.084463309553582e-13
SII	P109	CDK7	5.392243496422271e-06
SII	P110	CDK7	0.018234481267397386
SI	P111	CDK7	1.1539018606609718e-13
SIII	P112	CDK7	0.36333952902977196
SI	P113	CDK7	5.249221386791771e-19
SI	P114	CDK7	8.63165510386837e-14
