Subtype	Sample	Kinase	Activity
SI	P001	CDK16	1.0255867899730049e-24
SII	P002	CDK16	0.0001268280600413146
SI	P003	CDK16	3.6506472432786066e-08
SII	P004	CDK16	0.04788716891795291
SII	P005	CDK16	0.002418592124112221
SI	P006	CDK16	1.1578797728084554e-22
SII	P007	CDK16	1.3934881818905403e-10
SII	P008	CDK16	2.6689937155187812e-21
SII	P009	CDK16	0.06268098858474022
SI	P010	CDK16	8.957750928249393e-06
SII	P011	CDK16	1.9456004929439807e-06
SII	P012	CDK16	2.170642454495539e-18
SI	P013	CDK16	3.3380882919204166e-08
SI	P014	CDK16	8.871397272046889e-21
SI	P015	CDK16	3.227993445404483e-13
SI	P016	CDK16	1.0759897789232532e-05
SI	P017	CDK16	8.917978296170146e-07
SI	P018	CDK16	0.12602208411550225
SI	P019	CDK16	9.71436216859785e-10
SI	P020	CDK16	3.4685293174803224e-14
SI	P021	CDK16	5.975728693828887e-12
SII	P022	CDK16	2.834046620077375e-09
SI	P023	CDK16	5.534783993437848e-07
SII	P025	CDK16	2.0550382874876458e-05
SI	P026	CDK16	4.2907354690657976e-12
SII	P027	CDK16	0.00021947638449165184
SII	P028	CDK16	2.3954710026238663e-07
SI	P029	CDK16	6.609476501085759e-06
SI	P030	CDK16	4.816006503231041e-13
SII	P031	CDK16	0.0007463509017205115
SIII	P032	CDK16	0.044023686451573826
SII	P033	CDK16	1.414798639419076e-07
SI	P034	CDK16	1.191068598365747e-07
SIII	P035	CDK16	0.0092713543508594
SI	P036	CDK16	2.0456493736582492e-19
SII	P037	CDK16	3.766085632878168e-05
SII	P038	CDK16	0.17784443035730518
SI	P039	CDK16	3.3308994358077533e-09
SI	P040	CDK16	8.131968699397693e-09
SI	P041	CDK16	0.0002808316424390383
SII	P042	CDK16	5.915410738308465e-05
SII	P043	CDK16	1.582609815900113e-20
SII	P044	CDK16	0.020837748226623105
SI	P046	CDK16	1.6182020654327723e-20
SI	P047	CDK16	3.089272148044709e-08
SI	P048	CDK16	0.005225807106150222
SI	P049	CDK16	9.934550120035749e-08
SI	P050	CDK16	1.0889123256865726e-17
SII	P051	CDK16	2.0178554340840074e-08
SIII	P052	CDK16	0.0012875363994091077
SI	P053	CDK16	2.857789132917191e-09
SII	P054	CDK16	0.002073134810287147
SII	P055	CDK16	5.376705547203235e-05
SI	P056	CDK16	5.415898967554733e-13
SI	P057	CDK16	9.33651984557296e-07
SI	P058	CDK16	2.3077156259943565e-11
SI	P059	CDK16	3.8413193758508646e-06
SI	P060	CDK16	1.2800769094349656e-16
SII	P061	CDK16	0.003701713261118116
SI	P062	CDK16	2.2141088887807982e-07
SI	P063	CDK16	1.5157133726660657e-11
SI	P064	CDK16	2.3310304601058355e-07
SI	P065	CDK16	5.0651474254371666e-11
SI	P066	CDK16	2.421534836648565e-18
SI	P067	CDK16	3.29418875503088e-20
SI	P068	CDK16	1.854204046596146e-14
SI	P069	CDK16	5.0056589052549913e-11
SII	P070	CDK16	0.16239556164048924
SII	P071	CDK16	8.90959836775471e-09
SIII	P072	CDK16	0.06340741638354001
SIII	P073	CDK16	0.008536233676814846
SIII	P074	CDK16	0.46410880978641555
SIII	P075	CDK16	0.14487717737937852
SIII	P076	CDK16	0.00017115203731432857
SII	P077	CDK16	7.488756966335168e-05
SII	P078	CDK16	2.2481917872115536e-05
SIII	P079	CDK16	1.906586637631123e-05
SI	P080	CDK16	1.4527026342456418e-12
SII	P081	CDK16	1.3466185206171342e-10
SI	P082	CDK16	1.526205257059029e-05
SIII	P083	CDK16	0.039240575895057514
SIII	P084	CDK16	0.2583518724259159
SIII	P085	CDK16	0.17906961801020443
SIII	P086	CDK16	0.3435550007145557
SI	P087	CDK16	2.4687720882627076e-06
SII	P088	CDK16	0.0673830201874741
SIII	P089	CDK16	6.852273240896418e-05
SI	P090	CDK16	9.093269057341762e-06
SIII	P091	CDK16	0.00047014679814130403
SIII	P092	CDK16	0.41469029023611936
SIII	P093	CDK16	0.4018823277273461
SIII	P094	CDK16	0.06920013640775068
SII	P095	CDK16	0.2038779590151638
SI	P096	CDK16	3.1229660479941842e-09
SIII	P097	CDK16	4.767500690488523e-06
SIII	P098	CDK16	0.00530027549096361
SII	P099	CDK16	0.46418106367391143
SIII	P100	CDK16	1.5246368295803378e-07
SIII	P101	CDK16	0.08216640601813004
SI	P102	CDK16	1.0829823966238437e-11
SI	P104	CDK16	1.6006462230252616e-14
SI	P105	CDK16	5.6383411898894415e-12
SI	P106	CDK16	5.531067810471616e-07
SIII	P107	CDK16	0.19607394231163153
SI	P108	CDK16	4.122813580169114e-06
SII	P109	CDK16	0.044345313961029045
SII	P110	CDK16	0.01376299862055539
SI	P111	CDK16	5.3380961937528965e-15
SIII	P112	CDK16	0.16207497386267028
SI	P113	CDK16	6.988849763876754e-21
SI	P114	CDK16	1.4377617696478072e-12
