Subtype	Sample	Kinase	Activity
SI	P001	CDK13	1.3630850925091184e-27
SII	P002	CDK13	1.1028670366630078e-18
SI	P003	CDK13	2.7445415177272084e-07
SII	P004	CDK13	3.529840525659136e-07
SII	P005	CDK13	7.287734517209026e-08
SI	P006	CDK13	1.281545478104489e-19
SII	P007	CDK13	4.197505194117667e-17
SII	P008	CDK13	3.081633503135421e-29
SII	P009	CDK13	0.003762322491154626
SI	P010	CDK13	4.148909006614906e-08
SII	P011	CDK13	2.301614930645331e-07
SII	P012	CDK13	1.5785847059329182e-17
SI	P013	CDK13	4.5629401142339955e-15
SI	P014	CDK13	1.2814806094019027e-22
SI	P015	CDK13	6.688918400047663e-13
SI	P016	CDK13	2.6086759363901712e-09
SI	P017	CDK13	5.503076335550133e-10
SI	P018	CDK13	9.771097106870483e-09
SI	P019	CDK13	2.5994977051538072e-11
SI	P020	CDK13	3.0185586281457367e-19
SI	P021	CDK13	2.5360050050094904e-14
SII	P022	CDK13	1.5033448795844531e-15
SI	P023	CDK13	4.549891445931261e-13
SII	P025	CDK13	1.3185181287465159e-11
SI	P026	CDK13	1.178844511025481e-20
SII	P027	CDK13	3.0653371854526695e-09
SII	P028	CDK13	5.843714635837092e-12
SI	P029	CDK13	1.6450358000469757e-05
SI	P030	CDK13	2.194429754561614e-18
SII	P031	CDK13	5.784853332324289e-09
SIII	P032	CDK13	0.0016571776359762364
SII	P033	CDK13	2.0893584377006702e-11
SI	P034	CDK13	7.131739410482385e-08
SIII	P035	CDK13	7.546646866830592e-05
SI	P036	CDK13	3.1722268887918923e-24
SII	P037	CDK13	1.8230537630384343e-08
SII	P038	CDK13	0.0002728560223549132
SI	P039	CDK13	3.4358616764964524e-14
SI	P040	CDK13	1.351445347999381e-10
SI	P041	CDK13	1.967715237081484e-08
SII	P042	CDK13	8.869123910686482e-10
SII	P043	CDK13	2.169091989543003e-23
SII	P044	CDK13	0.004401502207407166
SI	P046	CDK13	2.1364062027787784e-17
SI	P047	CDK13	2.443827473062887e-07
SI	P048	CDK13	0.0029851661491728707
SI	P049	CDK13	2.8714699610849962e-08
SI	P050	CDK13	1.46274252519349e-15
SII	P051	CDK13	1.5678523369443254e-18
SIII	P052	CDK13	0.0001287311208407481
SI	P053	CDK13	1.547691016715166e-11
SII	P054	CDK13	0.00014940602734935467
SII	P055	CDK13	5.466116673782929e-07
SI	P056	CDK13	4.4110427600400307e-16
SI	P057	CDK13	4.540436985799372e-07
SI	P058	CDK13	1.518712132884826e-14
SI	P059	CDK13	1.9827162132758976e-06
SI	P060	CDK13	7.212186200026221e-19
SII	P061	CDK13	1.4971277137723633e-05
SI	P062	CDK13	5.25829752213707e-13
SI	P063	CDK13	1.848441974677234e-18
SI	P064	CDK13	9.360691827058923e-07
SI	P065	CDK13	2.252070357379834e-17
SI	P066	CDK13	5.788474748739675e-13
SI	P067	CDK13	6.943426027701522e-23
SI	P068	CDK13	1.77986541771556e-15
SI	P069	CDK13	4.066366156025467e-19
SII	P070	CDK13	3.6190710618717615e-05
SII	P071	CDK13	1.4091719367311352e-08
SIII	P072	CDK13	4.827153892751147e-05
SIII	P073	CDK13	0.00038857397378574287
SIII	P074	CDK13	0.034922471630422
SIII	P075	CDK13	0.11588854843776747
SIII	P076	CDK13	2.7829460041328614e-06
SII	P077	CDK13	4.9177380433257095e-12
SII	P078	CDK13	8.383960598410962e-07
SIII	P079	CDK13	6.538135679245437e-14
SI	P080	CDK13	2.732236205665733e-10
SII	P081	CDK13	3.532454142751079e-15
SI	P082	CDK13	2.4302786567449636e-19
SIII	P083	CDK13	0.21072964877896175
SIII	P084	CDK13	0.24590451039584116
SIII	P085	CDK13	0.014458272469158534
SIII	P086	CDK13	0.9538679973467088
SI	P087	CDK13	7.922781737697065e-12
SII	P088	CDK13	0.02727279714263873
SIII	P089	CDK13	1.0550254776857984e-06
SI	P090	CDK13	4.000115299159021e-06
SIII	P091	CDK13	1.6079274518348485e-08
SIII	P092	CDK13	0.4712581590377586
SIII	P093	CDK13	0.013529651383779467
SIII	P094	CDK13	0.000666172690120745
SII	P095	CDK13	0.0008429327521866
SI	P096	CDK13	1.555678162165512e-11
SIII	P097	CDK13	1.766046261252895e-12
SIII	P098	CDK13	2.996737424394254e-11
SII	P099	CDK13	0.0065101292284129334
SIII	P100	CDK13	7.962323816375594e-07
SIII	P101	CDK13	0.0016805310315856025
SI	P102	CDK13	2.6697206069708512e-15
SI	P104	CDK13	1.371825729524484e-18
SI	P105	CDK13	3.152664523646288e-19
SI	P106	CDK13	1.1528004926031786e-19
SIII	P107	CDK13	0.5138136986312288
SI	P108	CDK13	2.149242933687031e-13
SII	P109	CDK13	4.827592788627805e-06
SII	P110	CDK13	0.01461625916944986
SI	P111	CDK13	4.8428197430689215e-15
SIII	P112	CDK13	0.39589260062243203
SI	P113	CDK13	1.5350738161823637e-19
SI	P114	CDK13	5.286673736617082e-17
