Subtype	Sample	Kinase	Activity
SI	P001	CDK20	2.48640972403892e-28
SII	P002	CDK20	1.2774510208949732e-16
SI	P003	CDK20	1.8370654263290156e-07
SII	P004	CDK20	9.37538427826466e-08
SII	P005	CDK20	2.3597261387201263e-05
SI	P006	CDK20	6.341167831175059e-37
SII	P007	CDK20	1.4021002684230248e-19
SII	P008	CDK20	7.84505455774675e-31
SII	P009	CDK20	0.00045607185788347797
SI	P010	CDK20	2.2522447577240483e-06
SII	P011	CDK20	9.935948113298497e-07
SII	P012	CDK20	5.4397914455875893e-17
SI	P013	CDK20	8.463143405376877e-16
SI	P014	CDK20	4.106553803349225e-31
SI	P015	CDK20	1.2162749930786286e-16
SI	P016	CDK20	5.026060191316276e-09
SI	P017	CDK20	2.054009911645762e-08
SI	P018	CDK20	4.0946658783105816e-13
SI	P019	CDK20	1.6344523258142965e-10
SI	P020	CDK20	1.1860744397843712e-16
SI	P021	CDK20	1.3866937923302978e-13
SII	P022	CDK20	6.434435243331851e-17
SI	P023	CDK20	1.8126162322594793e-13
SII	P025	CDK20	8.883091352546003e-10
SI	P026	CDK20	5.284030419434316e-32
SII	P027	CDK20	4.8306577310590716e-09
SII	P028	CDK20	4.143614184815293e-12
SI	P029	CDK20	3.4429593994661783e-13
SI	P030	CDK20	1.3399469660084576e-18
SII	P031	CDK20	9.891325518769753e-11
SIII	P032	CDK20	0.00020135532416101548
SII	P033	CDK20	1.700249846512607e-14
SI	P034	CDK20	7.908315749757685e-16
SIII	P035	CDK20	1.319673874761997e-05
SI	P036	CDK20	6.545915785508021e-33
SII	P037	CDK20	3.7846381711464786e-07
SII	P038	CDK20	3.32729308877971e-05
SI	P039	CDK20	7.429600612843183e-18
SI	P040	CDK20	9.899206986211137e-24
SI	P041	CDK20	6.814292460042762e-11
SII	P042	CDK20	2.6111443814576382e-08
SII	P043	CDK20	1.3511816232199241e-27
SII	P044	CDK20	3.76796069585421e-12
SI	P046	CDK20	6.501071955091301e-28
SI	P047	CDK20	1.4494167697538086e-13
SI	P048	CDK20	4.494134168990445e-16
SI	P049	CDK20	2.930143692870294e-10
SI	P050	CDK20	5.997114590206669e-19
SII	P051	CDK20	6.028550210203651e-21
SIII	P052	CDK20	1.1565976211556535e-05
SI	P053	CDK20	6.89880859844958e-18
SII	P054	CDK20	0.0006924892400395911
SII	P055	CDK20	1.9747625404751366e-05
SI	P056	CDK20	4.297609695451686e-17
SI	P057	CDK20	1.8958771383023713e-06
SI	P058	CDK20	2.110286273893684e-11
SI	P059	CDK20	7.39377304124304e-05
SI	P060	CDK20	1.4140919588110881e-30
SII	P061	CDK20	7.177336358597763e-06
SI	P062	CDK20	5.573792236733704e-18
SI	P063	CDK20	2.7851415374400747e-19
SI	P064	CDK20	1.678678249349365e-17
SI	P065	CDK20	1.215611506822222e-18
SI	P066	CDK20	1.4372723870430373e-23
SI	P067	CDK20	9.283239060947607e-25
SI	P068	CDK20	1.883929543637526e-22
SI	P069	CDK20	1.1243105786928445e-17
SII	P070	CDK20	0.0002038353694794375
SII	P071	CDK20	9.781998271881026e-08
SIII	P072	CDK20	0.05570222212682534
SIII	P073	CDK20	0.0005956154992471948
SIII	P074	CDK20	0.0066960999337643155
SIII	P075	CDK20	0.23016716412287502
SIII	P076	CDK20	9.614298998496108e-07
SII	P077	CDK20	4.2549857724419083e-10
SII	P078	CDK20	4.178552756649226e-06
SIII	P079	CDK20	9.904949039172422e-13
SI	P080	CDK20	3.384078856668178e-10
SII	P081	CDK20	2.430291692414338e-30
SI	P082	CDK20	3.9062441513504285e-25
SIII	P083	CDK20	0.0011238961444884556
SIII	P084	CDK20	0.0034308671136169503
SIII	P085	CDK20	0.0020476912735554963
SIII	P086	CDK20	0.8641765662112472
SI	P087	CDK20	3.4575947468402415e-16
SII	P088	CDK20	0.037212812743671005
SIII	P089	CDK20	1.1150286948265254e-17
SI	P090	CDK20	4.228091550974383e-07
SIII	P091	CDK20	7.358706601231816e-08
SIII	P092	CDK20	0.25514150992675716
SIII	P093	CDK20	0.005299730463925895
SIII	P094	CDK20	8.880523615887624e-05
SII	P095	CDK20	0.0011087047250432605
SI	P096	CDK20	1.3470038368169064e-19
SIII	P097	CDK20	1.3587543980422901e-14
SIII	P098	CDK20	5.452876769184181e-27
SII	P099	CDK20	0.06357019999723307
SIII	P100	CDK20	1.3231491993070525e-09
SIII	P101	CDK20	2.42547817009165e-07
SI	P102	CDK20	1.2061802598872678e-19
SI	P104	CDK20	5.236557949414006e-23
SI	P105	CDK20	9.258190174978954e-24
SI	P106	CDK20	1.1651222757743943e-29
SIII	P107	CDK20	0.007001011327994991
SI	P108	CDK20	5.7218007333981e-14
SII	P109	CDK20	3.684357486765493e-05
SII	P110	CDK20	0.01212659305460998
SI	P111	CDK20	1.047140306118312e-24
SIII	P112	CDK20	0.29410520099491433
SI	P113	CDK20	1.2842796408435822e-16
SI	P114	CDK20	5.42858481949261e-27
