Subtype	Sample	Kinase	Activity
SI	P001	SRPK3	4.568216653056101e-27
SII	P002	SRPK3	1.8132287820801793e-10
SI	P003	SRPK3	0.1858255432046222
SII	P004	SRPK3	6.091080411464376e-09
SII	P005	SRPK3	0.0015097010283828063
SI	P006	SRPK3	3.532485613654516e-28
SII	P007	SRPK3	9.40338854431296e-23
SII	P008	SRPK3	2.4309144671136693e-17
SII	P009	SRPK3	0.011094975691057277
SI	P010	SRPK3	1.4635816142339363e-09
SII	P011	SRPK3	0.00755835707782059
SII	P012	SRPK3	7.164406741200444e-10
SI	P013	SRPK3	1.5457406225351075e-11
SI	P014	SRPK3	1.5717751129207134e-23
SI	P015	SRPK3	2.425950139087356e-16
SI	P016	SRPK3	3.1213569454981644e-05
SI	P017	SRPK3	2.10737449623334e-05
SI	P018	SRPK3	1.6181259464594493e-09
SI	P019	SRPK3	7.21347110456375e-06
SI	P020	SRPK3	9.688818856229055e-12
SI	P021	SRPK3	2.8503615222602397e-05
SII	P022	SRPK3	0.0025926877205563427
SI	P023	SRPK3	2.870015386847407e-07
SII	P025	SRPK3	8.219518577919691e-05
SI	P026	SRPK3	3.578230026987431e-21
SII	P027	SRPK3	2.396581710993231e-06
SII	P028	SRPK3	1.0111304550720885e-05
SI	P029	SRPK3	3.436111456537197e-07
SI	P030	SRPK3	1.4302241064372678e-16
SII	P031	SRPK3	1.8257267393197447e-09
SIII	P032	SRPK3	0.030896298476423088
SII	P033	SRPK3	6.034562702422204e-09
SI	P034	SRPK3	3.90399353189379e-08
SIII	P035	SRPK3	0.001137140337794211
SI	P036	SRPK3	6.871021115663462e-24
SII	P037	SRPK3	0.06462848076144954
SII	P038	SRPK3	0.0012205734085316048
SI	P039	SRPK3	1.3413285804064454e-21
SI	P040	SRPK3	2.642151996117367e-09
SI	P041	SRPK3	2.838686097174989e-11
SII	P042	SRPK3	2.7221421562611747e-11
SII	P043	SRPK3	1.0604216122932345e-32
SII	P044	SRPK3	3.010189425982938e-05
SI	P046	SRPK3	1.316211816781912e-16
SI	P047	SRPK3	3.9667275695653384e-11
SI	P048	SRPK3	1.0602559258214979e-08
SI	P049	SRPK3	1.792344124551072e-09
SI	P050	SRPK3	9.374305628581021e-11
SII	P051	SRPK3	7.1286928715190435e-09
SIII	P052	SRPK3	0.04842818748685501
SI	P053	SRPK3	6.066735458235518e-11
SII	P054	SRPK3	0.25901645880363744
SII	P055	SRPK3	0.009320209653612448
SI	P056	SRPK3	2.643561775574018e-12
SI	P057	SRPK3	0.0035818841384912376
SI	P058	SRPK3	3.802907000277582e-09
SI	P059	SRPK3	0.08808309565861386
SI	P060	SRPK3	3.489638391394601e-18
SII	P061	SRPK3	0.000662858486046492
SI	P062	SRPK3	2.239636452634984e-08
SI	P063	SRPK3	4.3992137205548506e-10
SI	P064	SRPK3	3.491274901007318e-24
SI	P065	SRPK3	3.8084568685733106e-08
SI	P066	SRPK3	6.190439564215484e-11
SI	P067	SRPK3	1.0009787478390818e-19
SI	P068	SRPK3	1.4955135295720877e-10
SI	P069	SRPK3	4.545962928957981e-08
SII	P070	SRPK3	0.780098712015981
SII	P071	SRPK3	2.9840197107076904e-06
SIII	P072	SRPK3	0.009256769937345042
SIII	P073	SRPK3	0.024530076217653865
SIII	P074	SRPK3	0.34205433903783483
SIII	P075	SRPK3	0.43340708820685336
SIII	P076	SRPK3	3.606217006985763e-07
SII	P077	SRPK3	0.0003857620571412499
SII	P078	SRPK3	9.312385433842139e-10
SIII	P079	SRPK3	6.721477637890793e-09
SI	P080	SRPK3	1.8454840161700026e-11
SII	P081	SRPK3	2.558754396529949e-25
SI	P082	SRPK3	3.769094589160658e-25
SIII	P083	SRPK3	0.006045411043741485
SIII	P084	SRPK3	0.0052754113561039664
SIII	P085	SRPK3	0.15472176137640697
SIII	P086	SRPK3	0.5212217992987301
SI	P087	SRPK3	1.4900969746065848e-06
SII	P088	SRPK3	0.20213426508554466
SIII	P089	SRPK3	1.2733005718291265e-10
SI	P090	SRPK3	0.0023391278361932465
SIII	P091	SRPK3	9.222820100123862e-11
SIII	P092	SRPK3	0.6924528895169516
SIII	P093	SRPK3	0.6634992077431583
SIII	P094	SRPK3	0.07366777377574837
SII	P095	SRPK3	0.8905165175630834
SI	P096	SRPK3	4.397892705732474e-13
SIII	P097	SRPK3	3.1072015707447034e-10
SIII	P098	SRPK3	9.835856237421077e-25
SII	P099	SRPK3	0.3944002884051603
SIII	P100	SRPK3	6.010809885935483e-07
SIII	P101	SRPK3	7.172836220014503e-05
SI	P102	SRPK3	8.106603026484717e-10
SI	P104	SRPK3	7.219929484076881e-16
SI	P105	SRPK3	3.9973251264316656e-13
SI	P106	SRPK3	5.4296488820443547e-17
SIII	P107	SRPK3	0.1654842164338918
SI	P108	SRPK3	6.163519778807936e-10
SII	P109	SRPK3	0.07214451704520214
SII	P110	SRPK3	0.10272950155022312
SI	P111	SRPK3	4.4642078673508785e-15
SIII	P112	SRPK3	0.1643099859119918
SI	P113	SRPK3	1.759018439619521e-05
SI	P114	SRPK3	1.4481754548306372e-36
