Subtype	Sample	Kinase	Activity
SI	P001	CLK2	8.533910131680122e-28
SII	P002	CLK2	1.695757290112831e-11
SI	P003	CLK2	0.08876793788232566
SII	P004	CLK2	2.7038300971045864e-09
SII	P005	CLK2	0.00035311963867801395
SI	P006	CLK2	7.216375736002871e-29
SII	P007	CLK2	4.963391495648309e-23
SII	P008	CLK2	2.2591109796237747e-19
SII	P009	CLK2	0.007916724694416125
SI	P010	CLK2	1.2356930659691089e-09
SII	P011	CLK2	0.006480566641654782
SII	P012	CLK2	5.6529165520356e-10
SI	P013	CLK2	9.693856587842843e-11
SI	P014	CLK2	1.152809370196982e-23
SI	P015	CLK2	5.970451870747881e-16
SI	P016	CLK2	7.662988533111032e-06
SI	P017	CLK2	9.68396543912687e-05
SI	P018	CLK2	2.645436286945479e-09
SI	P019	CLK2	3.587856070979902e-06
SI	P020	CLK2	3.267518421260859e-10
SI	P021	CLK2	1.6287297263438123e-05
SII	P022	CLK2	0.0024530414621483387
SI	P023	CLK2	5.978295993976252e-08
SII	P025	CLK2	5.079912056044735e-05
SI	P026	CLK2	1.6628756346662553e-22
SII	P027	CLK2	7.624966448420973e-06
SII	P028	CLK2	1.2593745276514913e-05
SI	P029	CLK2	1.5831505700132631e-07
SI	P030	CLK2	2.345245293627848e-18
SII	P031	CLK2	1.7106696644366423e-09
SIII	P032	CLK2	0.03018012110462701
SII	P033	CLK2	5.921057054641566e-09
SI	P034	CLK2	6.606857933721281e-09
SIII	P035	CLK2	0.00018006177939314762
SI	P036	CLK2	4.242924319689896e-24
SII	P037	CLK2	0.09372574766371186
SII	P038	CLK2	0.0002695852582193751
SI	P039	CLK2	7.334119922393981e-22
SI	P040	CLK2	1.513223871537583e-09
SI	P041	CLK2	5.7924325029272084e-12
SII	P042	CLK2	4.823892990983292e-11
SII	P043	CLK2	3.3554863726704154e-30
SII	P044	CLK2	0.0004833028366864858
SI	P046	CLK2	3.306351059142033e-17
SI	P047	CLK2	4.114062372063568e-11
SI	P048	CLK2	5.909372845474978e-09
SI	P049	CLK2	5.675628093021747e-09
SI	P050	CLK2	1.4147591921314158e-10
SII	P051	CLK2	2.015681465733459e-08
SIII	P052	CLK2	0.05130080827880182
SI	P053	CLK2	3.8213949787071925e-11
SII	P054	CLK2	0.2828994107440534
SII	P055	CLK2	0.02443299667088022
SI	P056	CLK2	1.7976646694328732e-13
SI	P057	CLK2	0.0026909571996998854
SI	P058	CLK2	2.3954634453351064e-11
SI	P059	CLK2	0.06806339291661799
SI	P060	CLK2	4.5723745516366955e-24
SII	P061	CLK2	6.089373414601689e-05
SI	P062	CLK2	7.828223059442515e-10
SI	P063	CLK2	3.761764722349541e-12
SI	P064	CLK2	5.078991270897265e-28
SI	P065	CLK2	7.0930366461578235e-12
SI	P066	CLK2	3.2611922851020464e-10
SI	P067	CLK2	2.1304754828768022e-19
SI	P068	CLK2	1.5292483940659107e-10
SI	P069	CLK2	8.333320302436481e-08
SII	P070	CLK2	0.890699197875284
SII	P071	CLK2	6.903083382028466e-06
SIII	P072	CLK2	0.004325031226123819
SIII	P073	CLK2	0.01110708769958345
SIII	P074	CLK2	0.3544579253508522
SIII	P075	CLK2	0.32587576089915554
SIII	P076	CLK2	3.253124729008733e-07
SII	P077	CLK2	0.0005504813821343278
SII	P078	CLK2	1.41227170800617e-11
SIII	P079	CLK2	5.481846994572142e-10
SI	P080	CLK2	1.6203982969862985e-11
SII	P081	CLK2	2.327368493311609e-25
SI	P082	CLK2	1.2183329359002072e-26
SIII	P083	CLK2	0.0032196364018602466
SIII	P084	CLK2	0.0023766792886432855
SIII	P085	CLK2	0.0809035876887069
SIII	P086	CLK2	0.6125193781725851
SI	P087	CLK2	2.814262209899491e-09
SII	P088	CLK2	0.31119395303357916
SIII	P089	CLK2	1.3969646832023876e-15
SI	P090	CLK2	0.00013181972764396925
SIII	P091	CLK2	1.1470854281341338e-10
SIII	P092	CLK2	0.9428074252184492
SIII	P093	CLK2	0.531478405590815
SIII	P094	CLK2	0.06270766721659539
SII	P095	CLK2	0.31372405875849163
SI	P096	CLK2	3.712311837378986e-11
SIII	P097	CLK2	8.133240255705349e-10
SIII	P098	CLK2	2.940389954165272e-20
SII	P099	CLK2	0.10009940000525681
SIII	P100	CLK2	9.133073267204296e-08
SIII	P101	CLK2	0.0002592801267359037
SI	P102	CLK2	1.7998852725698557e-09
SI	P104	CLK2	3.69412613510217e-15
SI	P105	CLK2	6.527394921270074e-14
SI	P106	CLK2	3.054545486904386e-17
SIII	P107	CLK2	0.14649709430721863
SI	P108	CLK2	2.6849624386418053e-09
SII	P109	CLK2	0.03623468259927898
SII	P110	CLK2	0.14250473288129464
SI	P111	CLK2	7.854024873652423e-15
SIII	P112	CLK2	0.09010106824999711
SI	P113	CLK2	4.655109523659978e-05
SI	P114	CLK2	4.9584724440556374e-37
