Subtype	Sample	Kinase	Activity
SI	P001	CLK3	3.20106797751958e-25
SII	P002	CLK3	4.4168569695282185e-10
SI	P003	CLK3	0.10487133136503052
SII	P004	CLK3	1.9023073646185432e-08
SII	P005	CLK3	0.0045029065234614045
SI	P006	CLK3	1.1711238449218962e-21
SII	P007	CLK3	6.930273179437025e-18
SII	P008	CLK3	4.689490412163819e-14
SII	P009	CLK3	0.01726720380349047
SI	P010	CLK3	3.940560126973166e-07
SII	P011	CLK3	0.0017095349547226917
SII	P012	CLK3	1.0446675537012349e-09
SI	P013	CLK3	6.221701388555084e-09
SI	P014	CLK3	1.382129600896217e-23
SI	P015	CLK3	2.2590110602000565e-15
SI	P016	CLK3	1.331510254421908e-06
SI	P017	CLK3	9.625458557522366e-06
SI	P018	CLK3	3.6105048666511873e-09
SI	P019	CLK3	1.5444928242711998e-06
SI	P020	CLK3	2.9317462654196423e-08
SI	P021	CLK3	1.1857100775711286e-08
SII	P022	CLK3	0.00010929565570838718
SI	P023	CLK3	1.38123234315966e-08
SII	P025	CLK3	1.0276055813500714e-05
SI	P026	CLK3	9.505303852108553e-22
SII	P027	CLK3	0.00029088320101607306
SII	P028	CLK3	4.4443791000247535e-05
SI	P029	CLK3	5.884139843930524e-06
SI	P030	CLK3	2.8870208712764553e-18
SII	P031	CLK3	1.4176752785583024e-09
SIII	P032	CLK3	0.025585799060957364
SII	P033	CLK3	1.5433724335032626e-09
SI	P034	CLK3	3.4546305759741053e-07
SIII	P035	CLK3	0.0006054941331609028
SI	P036	CLK3	9.241986687976276e-23
SII	P037	CLK3	0.11017299365403338
SII	P038	CLK3	0.0015635959017807287
SI	P039	CLK3	1.847411447621439e-22
SI	P040	CLK3	1.5741931127484126e-07
SI	P041	CLK3	5.79703406088497e-11
SII	P042	CLK3	1.1460107222102816e-10
SII	P043	CLK3	7.523462829948058e-28
SII	P044	CLK3	0.00025322554581885115
SI	P046	CLK3	3.788491341937224e-17
SI	P047	CLK3	5.858027408161782e-11
SI	P048	CLK3	2.381691026951822e-08
SI	P049	CLK3	1.519119535766085e-08
SI	P050	CLK3	2.3687640315029617e-10
SII	P051	CLK3	2.5293673193811948e-08
SIII	P052	CLK3	0.08048737484163383
SI	P053	CLK3	2.0906928387598728e-10
SII	P054	CLK3	0.27078506659327006
SII	P055	CLK3	0.03146625133914217
SI	P056	CLK3	2.1410116715209934e-14
SI	P057	CLK3	4.122304953075352e-07
SI	P058	CLK3	4.585282625030282e-12
SI	P059	CLK3	0.03326970183635
SI	P060	CLK3	8.451999036511231e-24
SII	P061	CLK3	0.00012253293186612174
SI	P062	CLK3	8.315213663826166e-10
SI	P063	CLK3	4.641214320801117e-12
SI	P064	CLK3	5.98506096629183e-24
SI	P065	CLK3	8.282324957729656e-12
SI	P066	CLK3	8.033697951115308e-10
SI	P067	CLK3	3.3071633897200293e-19
SI	P068	CLK3	3.1330944978341576e-08
SI	P069	CLK3	2.5059315519724985e-09
SII	P070	CLK3	0.9968337651675132
SII	P071	CLK3	1.1796270700907041e-06
SIII	P072	CLK3	0.00505107867263475
SIII	P073	CLK3	0.0012671820339335135
SIII	P074	CLK3	0.2122685431695946
SIII	P075	CLK3	0.43608999035076035
SIII	P076	CLK3	6.343246900999052e-07
SII	P077	CLK3	0.0008544920388289572
SII	P078	CLK3	1.7424046196158855e-09
SIII	P079	CLK3	1.2345372443035109e-11
SI	P080	CLK3	2.526704539589282e-13
SII	P081	CLK3	1.2264750715057443e-14
SI	P082	CLK3	1.1633356737847233e-20
SIII	P083	CLK3	0.007367668750058374
SIII	P084	CLK3	0.008262485338478967
SIII	P085	CLK3	0.3177073257934718
SIII	P086	CLK3	0.34064929230847824
SI	P087	CLK3	1.0997980069315263e-07
SII	P088	CLK3	0.2910408644217426
SIII	P089	CLK3	1.4660181644604898e-15
SI	P090	CLK3	0.0007584065628174406
SIII	P091	CLK3	1.07982935398138e-09
SIII	P092	CLK3	0.9857945725887374
SIII	P093	CLK3	0.2207942729087748
SIII	P094	CLK3	0.03917871716898002
SII	P095	CLK3	0.21493685478896318
SI	P096	CLK3	1.659813350562531e-07
SIII	P097	CLK3	5.253661519839074e-10
SIII	P098	CLK3	1.163389505070965e-15
SII	P099	CLK3	0.08409512051617246
SIII	P100	CLK3	2.724527596856912e-07
SIII	P101	CLK3	0.0013322772603003284
SI	P102	CLK3	4.2386252989674353e-10
SI	P104	CLK3	3.7828365309404026e-16
SI	P105	CLK3	7.149341950807069e-13
SI	P106	CLK3	4.962380038548806e-16
SIII	P107	CLK3	0.15158928772641952
SI	P108	CLK3	5.423630381187282e-09
SII	P109	CLK3	0.010230982823220752
SII	P110	CLK3	0.14125996081755235
SI	P111	CLK3	2.0212322161172187e-12
SIII	P112	CLK3	0.09195813028873907
SI	P113	CLK3	1.792274425287026e-10
SI	P114	CLK3	1.122057206397141e-31
