Subtype	Sample	Kinase	Activity
SI	P001	CDKL2	6.3441486859967575e-24
SII	P002	CDKL2	7.010641465007648e-13
SI	P003	CDKL2	0.2601328935814816
SII	P004	CDKL2	2.3994825760861764e-07
SII	P005	CDKL2	0.00813985508949437
SI	P006	CDKL2	5.105756665862897e-17
SII	P007	CDKL2	1.1563755239921037e-15
SII	P008	CDKL2	4.7085656710572174e-09
SII	P009	CDKL2	0.09648707863960793
SI	P010	CDKL2	1.12208237737535e-05
SII	P011	CDKL2	0.000981474597057611
SII	P012	CDKL2	2.331401074058862e-09
SI	P013	CDKL2	1.8443357627801795e-11
SI	P014	CDKL2	1.3566445392602558e-19
SI	P015	CDKL2	1.4905070658489984e-12
SI	P016	CDKL2	0.000460192696892051
SI	P017	CDKL2	2.8281097512581877e-05
SI	P018	CDKL2	2.7422006270234984e-06
SI	P019	CDKL2	3.001866707212569e-07
SI	P020	CDKL2	5.2374294281609435e-06
SI	P021	CDKL2	5.373594772291014e-07
SII	P022	CDKL2	0.0016303956001792075
SI	P023	CDKL2	3.2395717388702327e-09
SII	P025	CDKL2	1.9942048888638494e-06
SI	P026	CDKL2	3.2183346006398334e-12
SII	P027	CDKL2	0.05485394306317602
SII	P028	CDKL2	0.0008366206516983209
SI	P029	CDKL2	3.422769510918485e-06
SI	P030	CDKL2	1.3005196313354916e-15
SII	P031	CDKL2	2.439028415402869e-11
SIII	P032	CDKL2	0.0056138103955567275
SII	P033	CDKL2	1.5879436885827767e-09
SI	P034	CDKL2	4.737920367371318e-06
SIII	P035	CDKL2	0.0009077275036982848
SI	P036	CDKL2	3.142525331215017e-19
SII	P037	CDKL2	0.05531424728039025
SII	P038	CDKL2	0.0003145570206411759
SI	P039	CDKL2	7.306038982196033e-19
SI	P040	CDKL2	3.519082378650111e-05
SI	P041	CDKL2	3.011559813032799e-08
SII	P042	CDKL2	1.6899296174764309e-10
SII	P043	CDKL2	1.0898198919804277e-26
SII	P044	CDKL2	0.0029800664384117084
SI	P046	CDKL2	4.652254535590508e-11
SI	P047	CDKL2	3.011199855747555e-07
SI	P048	CDKL2	4.197538449082362e-06
SI	P049	CDKL2	2.924965536848093e-08
SI	P050	CDKL2	9.188274105900941e-07
SII	P051	CDKL2	1.4002909698773562e-08
SIII	P052	CDKL2	0.2530510368036078
SI	P053	CDKL2	4.1624652552780046e-08
SII	P054	CDKL2	0.042086892513905655
SII	P055	CDKL2	0.005674899441167804
SI	P056	CDKL2	5.099329451658904e-11
SI	P057	CDKL2	6.571452017573527e-06
SI	P058	CDKL2	1.3158184453977722e-09
SI	P059	CDKL2	0.013077841317684457
SI	P060	CDKL2	1.1430348732990069e-20
SII	P061	CDKL2	0.0013003476800315143
SI	P062	CDKL2	4.376927091226325e-06
SI	P063	CDKL2	9.468393254125681e-10
SI	P064	CDKL2	1.2675070229042239e-17
SI	P065	CDKL2	1.1779460776152438e-08
SI	P066	CDKL2	2.655319976408236e-05
SI	P067	CDKL2	4.6930845075798433e-11
SI	P068	CDKL2	0.00018207940986854324
SI	P069	CDKL2	9.936330437874025e-06
SII	P070	CDKL2	0.8397552814419176
SII	P071	CDKL2	5.0354625801340734e-08
SIII	P072	CDKL2	7.0586392947127e-05
SIII	P073	CDKL2	0.0004916745259173788
SIII	P074	CDKL2	0.004442930441877287
SIII	P075	CDKL2	0.22322534379944875
SIII	P076	CDKL2	5.43239697620426e-06
SII	P077	CDKL2	2.467028439984046e-05
SII	P078	CDKL2	2.1196169143365695e-09
SIII	P079	CDKL2	2.0522189267292487e-08
SI	P080	CDKL2	8.82894239554097e-12
SII	P081	CDKL2	2.5775647185028336e-11
SI	P082	CDKL2	8.155640159714413e-12
SIII	P083	CDKL2	0.015884950994929453
SIII	P084	CDKL2	0.003114255849987525
SIII	P085	CDKL2	0.05879728982670427
SIII	P086	CDKL2	0.512362854848258
SI	P087	CDKL2	1.5001961774123334e-06
SII	P088	CDKL2	0.27346610412630856
SIII	P089	CDKL2	2.480483383631272e-12
SI	P090	CDKL2	0.003085284582272784
SIII	P091	CDKL2	2.603012879395586e-07
SIII	P092	CDKL2	0.477021577308513
SIII	P093	CDKL2	0.4057568657570889
SIII	P094	CDKL2	0.17674921066084004
SII	P095	CDKL2	0.16094251303903556
SI	P096	CDKL2	5.16933843502562e-05
SIII	P097	CDKL2	6.536457306563016e-06
SIII	P098	CDKL2	1.1315129683010267e-12
SII	P099	CDKL2	0.2201449994381468
SIII	P100	CDKL2	0.00043698275888251806
SIII	P101	CDKL2	0.00033801561039144203
SI	P102	CDKL2	5.423693942247336e-07
SI	P104	CDKL2	2.2325553786686056e-10
SI	P105	CDKL2	5.517364023096398e-12
SI	P106	CDKL2	2.0190953007328766e-12
SIII	P107	CDKL2	0.10333353945406348
SI	P108	CDKL2	6.2086619961425024e-06
SII	P109	CDKL2	0.05412379252056287
SII	P110	CDKL2	0.39372939874566815
SI	P111	CDKL2	4.74026609750498e-10
SIII	P112	CDKL2	0.49199035356952536
SI	P113	CDKL2	6.719483965819148e-10
SI	P114	CDKL2	1.8551710518429875e-16
