Subtype	Sample	Kinase	Activity
SI	P001	CDK6	3.1925229409135442e-15
SII	P002	CDK6	0.21588332052446815
SI	P003	CDK6	4.066483662231095e-09
SII	P004	CDK6	0.007787155625912204
SII	P005	CDK6	0.06279876250228734
SI	P006	CDK6	9.719441162428544e-08
SII	P007	CDK6	0.030158902967288664
SII	P008	CDK6	0.03213743030116823
SII	P009	CDK6	0.5190873413337578
SI	P010	CDK6	5.254142853201734e-07
SII	P011	CDK6	5.072147535659025e-11
SII	P012	CDK6	1.95937390237413e-15
SI	P013	CDK6	1.9857195659327126e-12
SI	P014	CDK6	5.9442608411563146e-05
SI	P015	CDK6	1.5105402337205122e-14
SI	P016	CDK6	0.342684435090484
SI	P017	CDK6	7.05465470112772e-09
SI	P018	CDK6	0.1031419342797924
SI	P019	CDK6	1.637008681678138e-08
SI	P020	CDK6	2.0443140204390354e-15
SI	P021	CDK6	0.9522244532271901
SII	P022	CDK6	0.0005599258799996906
SI	P023	CDK6	3.398865545226781e-05
SII	P025	CDK6	6.131283827321888e-05
SI	P026	CDK6	4.686470823017434e-06
SII	P027	CDK6	6.975786881174565e-06
SII	P028	CDK6	0.00010118129630823219
SI	P029	CDK6	0.007034551022698602
SI	P030	CDK6	0.06513151583019403
SII	P031	CDK6	0.8623899192812927
SIII	P032	CDK6	0.46252047714499356
SII	P033	CDK6	0.009942145933253358
SI	P034	CDK6	0.1705256972529925
SIII	P035	CDK6	0.6932443300666871
SI	P036	CDK6	1.901621427608446e-11
SII	P037	CDK6	0.003489534072169586
SII	P038	CDK6	0.8247226459850764
SI	P039	CDK6	0.7728747328258854
SI	P040	CDK6	0.20810331624015457
SI	P041	CDK6	0.6309556354151816
SII	P042	CDK6	0.26841552619484554
SII	P043	CDK6	6.2890793054072935e-09
SII	P044	CDK6	0.0002958626531913056
SI	P046	CDK6	0.18525733625573165
SI	P047	CDK6	0.00013046384519283888
SI	P048	CDK6	0.7195921221443862
SI	P049	CDK6	0.0001438522250508438
SI	P050	CDK6	3.8811296057461566e-11
SII	P051	CDK6	0.3752132924389391
SIII	P052	CDK6	0.11291211851071009
SI	P053	CDK6	0.5873585806563467
SII	P054	CDK6	0.03225456920654014
SII	P055	CDK6	0.01172185846125595
SI	P056	CDK6	2.3277070322774055e-09
SI	P057	CDK6	1.9591730424313008e-06
SI	P058	CDK6	2.855861583232738e-05
SI	P059	CDK6	0.004251141205750317
SI	P060	CDK6	0.9298535625867037
SII	P061	CDK6	0.06073358877372613
SI	P062	CDK6	0.4414650420015712
SI	P063	CDK6	2.0409823381451146e-05
SI	P064	CDK6	0.1504635231731319
SI	P065	CDK6	1.7464208639391432e-07
SI	P066	CDK6	1.020026128541191e-10
SI	P067	CDK6	2.317296479953091e-05
SI	P068	CDK6	0.00101062937469318
SI	P069	CDK6	0.009449853216522352
SII	P070	CDK6	0.7774718602335126
SII	P071	CDK6	1.0738299833062867e-06
SIII	P072	CDK6	0.13841158565083866
SIII	P073	CDK6	0.7286673368072628
SIII	P074	CDK6	0.7797054072053685
SIII	P075	CDK6	0.45171882182412093
SIII	P076	CDK6	0.0006941269042980333
SII	P077	CDK6	0.24761865965506905
SII	P078	CDK6	2.5396925009270355e-05
SIII	P079	CDK6	0.4411966709581211
SI	P080	CDK6	4.1268346474407486e-10
SII	P081	CDK6	0.220216001729269
SI	P082	CDK6	0.7163544901037457
SIII	P083	CDK6	0.26680938302243407
SIII	P084	CDK6	0.36370747292196826
SIII	P085	CDK6	0.8675653186869245
SIII	P086	CDK6	0.4034122707692652
SI	P087	CDK6	0.004054647723070909
SII	P088	CDK6	0.9544983639274766
SIII	P089	CDK6	0.008670994093975086
SI	P090	CDK6	0.00869219216968537
SIII	P091	CDK6	0.011778437169044843
SIII	P092	CDK6	0.7114034193259309
SIII	P093	CDK6	0.045746690689791446
SIII	P094	CDK6	0.8733647235836846
SII	P095	CDK6	0.5758675576804178
SI	P096	CDK6	0.0013000597470487767
SIII	P097	CDK6	5.485647977552149e-05
SIII	P098	CDK6	0.836771800209087
SII	P099	CDK6	0.33007071090840745
SIII	P100	CDK6	0.0007699289350211331
SIII	P101	CDK6	0.45357938719745583
SI	P102	CDK6	5.663561231883593e-08
SI	P104	CDK6	0.00028235098987000005
SI	P105	CDK6	5.353839119077823e-05
SI	P106	CDK6	0.0025601606079496465
SIII	P107	CDK6	9.79524018491906e-08
SI	P108	CDK6	5.887512001165955e-05
SII	P109	CDK6	0.04418995513963569
SII	P110	CDK6	0.0007537161055955617
SI	P111	CDK6	3.5134541710104257e-05
SIII	P112	CDK6	0.39534013764612097
SI	P113	CDK6	2.3144338981034286e-14
SI	P114	CDK6	0.05980032619802401
