Subtype	Sample	Kinase	Activity
SI	P001	CHEK1	1.6917384635591625e-12
SII	P002	CHEK1	4.6733521989555095e-06
SI	P003	CHEK1	0.4884402417175788
SII	P004	CHEK1	0.33614298562074385
SII	P005	CHEK1	0.9646686803812835
SI	P006	CHEK1	4.408448382812854e-06
SII	P007	CHEK1	9.227221237255229e-06
SII	P008	CHEK1	0.00013770186378845334
SII	P009	CHEK1	0.9426168034704432
SI	P010	CHEK1	0.06331717437269418
SII	P011	CHEK1	0.012002097397691282
SII	P012	CHEK1	0.0051882673009717405
SI	P013	CHEK1	0.14908386119807904
SI	P014	CHEK1	0.003554337204486537
SI	P015	CHEK1	0.03689205534635084
SI	P016	CHEK1	0.032313198001810886
SI	P017	CHEK1	0.03638687893111715
SI	P018	CHEK1	0.4176210314381219
SI	P019	CHEK1	0.672266349592014
SI	P020	CHEK1	6.0653306842444774e-05
SI	P021	CHEK1	0.0858631872291797
SII	P022	CHEK1	0.04438100881075666
SI	P023	CHEK1	0.0023968593192099054
SII	P025	CHEK1	0.05849087396769819
SI	P026	CHEK1	0.0018057238308550293
SII	P027	CHEK1	0.1948403056695537
SII	P028	CHEK1	0.5611188775732032
SI	P029	CHEK1	0.008276454733871619
SI	P030	CHEK1	0.014971132208931906
SII	P031	CHEK1	0.0030942770390131645
SIII	P032	CHEK1	0.5183687198364257
SII	P033	CHEK1	0.0014599871297845198
SI	P034	CHEK1	0.03851979552530789
SIII	P035	CHEK1	0.13412897212028066
SI	P036	CHEK1	0.19118358536019542
SII	P037	CHEK1	0.22896300013932194
SII	P038	CHEK1	0.5482997142879964
SI	P039	CHEK1	0.015975385448476938
SI	P040	CHEK1	0.5351078129817893
SI	P041	CHEK1	0.5773173594661731
SII	P042	CHEK1	0.27048480694289506
SII	P043	CHEK1	0.0328268593045807
SII	P044	CHEK1	0.35499610093599987
SI	P046	CHEK1	0.49266308137553627
SI	P047	CHEK1	3.639186625918966e-05
SI	P048	CHEK1	0.20846897061429168
SI	P049	CHEK1	0.06894492758477447
SI	P050	CHEK1	5.802178283959533e-05
SII	P051	CHEK1	0.02663814249762394
SIII	P052	CHEK1	0.8359280557083446
SI	P053	CHEK1	0.4685545669099289
SII	P054	CHEK1	0.5682056514158407
SII	P055	CHEK1	0.12914211982696605
SI	P056	CHEK1	0.003276313293117906
SI	P057	CHEK1	0.26911457777256087
SI	P058	CHEK1	0.34653185672923925
SI	P059	CHEK1	0.026241216476148556
SI	P060	CHEK1	0.46536702140047626
SII	P061	CHEK1	0.01440576439596459
SI	P062	CHEK1	0.03457390800312872
SI	P063	CHEK1	0.0019676257583210546
SI	P064	CHEK1	0.1664191625478496
SI	P065	CHEK1	0.005034923709100807
SI	P066	CHEK1	0.5481705120512002
SI	P067	CHEK1	0.013981881938659242
SI	P068	CHEK1	0.017466431021340306
SI	P069	CHEK1	0.07327792043005009
SII	P070	CHEK1	0.3047904268839445
SII	P071	CHEK1	0.3354390594038185
SIII	P072	CHEK1	0.027440454701900867
SIII	P073	CHEK1	0.37623720925485127
SIII	P074	CHEK1	0.8945401471916368
SIII	P075	CHEK1	0.8382971373174488
SIII	P076	CHEK1	0.09547682336769767
SII	P077	CHEK1	0.08199118465828739
SII	P078	CHEK1	0.3155202378564566
SIII	P079	CHEK1	1.9116003803055393e-06
SI	P080	CHEK1	5.766486113584725e-07
SII	P081	CHEK1	0.1345074477650846
SI	P082	CHEK1	4.476543747104918e-05
SIII	P083	CHEK1	0.7881335706788174
SIII	P084	CHEK1	0.6042944760747719
SIII	P085	CHEK1	0.957372801978692
SIII	P086	CHEK1	0.7304014773670895
SI	P087	CHEK1	0.5437339659429719
SII	P088	CHEK1	0.1893118267451835
SIII	P089	CHEK1	3.689332708938309e-06
SI	P090	CHEK1	0.3526383465093461
SIII	P091	CHEK1	0.23365801408431902
SIII	P092	CHEK1	0.6220864130932073
SIII	P093	CHEK1	0.8920284961177285
SIII	P094	CHEK1	0.1567804869682306
SII	P095	CHEK1	0.014713346078147903
SI	P096	CHEK1	0.267553197332218
SIII	P097	CHEK1	0.0002925068751590439
SIII	P098	CHEK1	0.26672498812222406
SII	P099	CHEK1	0.5337486205193194
SIII	P100	CHEK1	0.022139906388587725
SIII	P101	CHEK1	0.0034617171812737235
SI	P102	CHEK1	0.007593669883179771
SI	P104	CHEK1	0.004464030431835112
SI	P105	CHEK1	0.03491230708302703
SI	P106	CHEK1	0.0009134052708193112
SIII	P107	CHEK1	0.07969771645524283
SI	P108	CHEK1	0.012964947346811799
SII	P109	CHEK1	0.0032375626370351224
SII	P110	CHEK1	0.6503166642102292
SI	P111	CHEK1	0.00011826297612057551
SIII	P112	CHEK1	0.008470193127375758
SI	P113	CHEK1	1.3921781284014228e-07
SI	P114	CHEK1	1.3122669442075707e-07
