Subtype	Sample	Kinase	Activity
SI	P001	CDK4	6.313512870338004e-25
SII	P002	CDK4	5.878328554279534e-05
SI	P003	CDK4	2.309615549409203e-08
SII	P004	CDK4	0.026590613590238267
SII	P005	CDK4	0.0008320482114011877
SI	P006	CDK4	4.658287360685968e-24
SII	P007	CDK4	2.4211036621696107e-10
SII	P008	CDK4	3.7879183833247147e-23
SII	P009	CDK4	0.024638659335253856
SI	P010	CDK4	2.5772161933616266e-05
SII	P011	CDK4	8.509051762796439e-09
SII	P012	CDK4	2.3018035260049656e-19
SI	P013	CDK4	5.320292076195095e-08
SI	P014	CDK4	4.164116887369079e-20
SI	P015	CDK4	1.2149413187666e-13
SI	P016	CDK4	1.5771859754884997e-05
SI	P017	CDK4	5.594821599186053e-07
SI	P018	CDK4	0.12215203253952045
SI	P019	CDK4	4.312215215470193e-09
SI	P020	CDK4	2.986533237958169e-14
SI	P021	CDK4	6.501227187738221e-12
SII	P022	CDK4	1.6033781139246856e-10
SI	P023	CDK4	4.0727369655388626e-07
SII	P025	CDK4	1.1990104148022187e-06
SI	P026	CDK4	1.3861887991906984e-12
SII	P027	CDK4	0.0004239462976205515
SII	P028	CDK4	5.974133722121598e-08
SI	P029	CDK4	9.963036911832195e-06
SI	P030	CDK4	5.3995158471875104e-12
SII	P031	CDK4	0.00014765407757047881
SIII	P032	CDK4	0.011626950023836327
SII	P033	CDK4	1.6494608254050887e-08
SI	P034	CDK4	1.1046045273449247e-07
SIII	P035	CDK4	0.012336664503209277
SI	P036	CDK4	6.86708849452451e-19
SII	P037	CDK4	3.680998382629325e-06
SII	P038	CDK4	0.22347877452998846
SI	P039	CDK4	3.293005179401794e-10
SI	P040	CDK4	4.181332001127354e-09
SI	P041	CDK4	0.00034613461093453604
SII	P042	CDK4	2.1861984678837535e-05
SII	P043	CDK4	5.205966833846636e-20
SII	P044	CDK4	0.009809099446078424
SI	P046	CDK4	3.1702052208090905e-19
SI	P047	CDK4	1.5629432012211836e-07
SI	P048	CDK4	0.008014694847828175
SI	P049	CDK4	4.6565204571824e-08
SI	P050	CDK4	6.336859573463509e-14
SII	P051	CDK4	1.3819306647425967e-09
SIII	P052	CDK4	0.00012674955545706416
SI	P053	CDK4	1.1220144056571853e-09
SII	P054	CDK4	5.3367026499379127e-05
SII	P055	CDK4	5.629780789818921e-06
SI	P056	CDK4	4.93392665528959e-13
SI	P057	CDK4	2.3570412958144897e-07
SI	P058	CDK4	2.055573746326853e-12
SI	P059	CDK4	6.942552835018063e-07
SI	P060	CDK4	2.9675882156203753e-15
SII	P061	CDK4	0.0019438298552021992
SI	P062	CDK4	1.7019215054012759e-07
SI	P063	CDK4	1.2375570533706333e-11
SI	P064	CDK4	2.5092492841846606e-08
SI	P065	CDK4	1.0874308611754772e-10
SI	P066	CDK4	3.026886200367094e-17
SI	P067	CDK4	2.433931614265383e-19
SI	P068	CDK4	2.475722110380423e-14
SI	P069	CDK4	1.159170765864733e-10
SII	P070	CDK4	0.14224098183937844
SII	P071	CDK4	3.1614220413058973e-09
SIII	P072	CDK4	0.03513529833893157
SIII	P073	CDK4	0.005457135551758121
SIII	P074	CDK4	0.2908968011451557
SIII	P075	CDK4	0.10227824537197078
SIII	P076	CDK4	0.00020256534310090783
SII	P077	CDK4	2.073225767879774e-06
SII	P078	CDK4	4.629803115789843e-06
SIII	P079	CDK4	4.286612379518274e-06
SI	P080	CDK4	6.699844767158999e-13
SII	P081	CDK4	2.3714313437550963e-10
SI	P082	CDK4	0.00013445847267416734
SIII	P083	CDK4	0.04828700766717755
SIII	P084	CDK4	0.07175019330078676
SIII	P085	CDK4	0.07561061756451251
SIII	P086	CDK4	0.5031194680478318
SI	P087	CDK4	1.7147523276790277e-05
SII	P088	CDK4	0.034481281935399025
SIII	P089	CDK4	0.00014592959761248054
SI	P090	CDK4	4.849000990129129e-06
SIII	P091	CDK4	0.000350986430527301
SIII	P092	CDK4	0.7583479840806443
SIII	P093	CDK4	0.2517546323529204
SIII	P094	CDK4	0.07417190294966264
SII	P095	CDK4	0.20136652330180455
SI	P096	CDK4	7.50235304680641e-09
SIII	P097	CDK4	1.3542437445259336e-05
SIII	P098	CDK4	0.010480220651465762
SII	P099	CDK4	0.1976856376149749
SIII	P100	CDK4	4.198767195789296e-07
SIII	P101	CDK4	0.060782213824820366
SI	P102	CDK4	5.260005288377122e-11
SI	P104	CDK4	9.019111397396437e-14
SI	P105	CDK4	2.0475486740069444e-13
SI	P106	CDK4	1.652118815753441e-08
SIII	P107	CDK4	0.316170658144876
SI	P108	CDK4	2.764680963847859e-06
SII	P109	CDK4	0.02269211399554136
SII	P110	CDK4	0.18533793748094624
SI	P111	CDK4	5.3111127747021786e-14
SIII	P112	CDK4	0.15620895543606977
SI	P113	CDK4	6.844290019975239e-23
SI	P114	CDK4	4.5008421488162913e-13
