Subtype	Sample	Kinase	Activity
SI	P001	CDK2	1.4339509000045663e-12
SII	P002	CDK2	0.027852971859259903
SI	P003	CDK2	0.0001849866087679074
SII	P004	CDK2	0.0991061080897198
SII	P005	CDK2	0.505841223297416
SI	P006	CDK2	8.363749956615208e-05
SII	P007	CDK2	8.203137425238421e-13
SII	P008	CDK2	0.515529105520354
SII	P009	CDK2	0.7219524513020509
SI	P010	CDK2	0.00015893932461053293
SII	P011	CDK2	1.2738104897323492e-08
SII	P012	CDK2	1.4345169918414274e-13
SI	P013	CDK2	2.6647060515631567e-11
SI	P014	CDK2	0.00010559783398546757
SI	P015	CDK2	1.745725428807144e-19
SI	P016	CDK2	0.014016921364472898
SI	P017	CDK2	8.132357547931214e-10
SI	P018	CDK2	0.012447878615326586
SI	P019	CDK2	1.1022806393535913e-08
SI	P020	CDK2	1.091219405072141e-06
SI	P021	CDK2	0.31176788557538077
SII	P022	CDK2	1.1519068460794989e-05
SI	P023	CDK2	4.5582849750713996e-10
SII	P025	CDK2	3.7534116383688153e-07
SI	P026	CDK2	2.81188008878958e-14
SII	P027	CDK2	0.006180560904725011
SII	P028	CDK2	0.003441910349381461
SI	P029	CDK2	5.920660002808492e-07
SI	P030	CDK2	7.489713342041695e-09
SII	P031	CDK2	0.02066288239914843
SIII	P032	CDK2	0.06584546142909119
SII	P033	CDK2	1.0374208021333286e-07
SI	P034	CDK2	0.0018566966508813045
SIII	P035	CDK2	0.00010508015725395253
SI	P036	CDK2	4.428566682015243e-19
SII	P037	CDK2	6.630242834629687e-05
SII	P038	CDK2	0.347672745536855
SI	P039	CDK2	5.637148371121637e-07
SI	P040	CDK2	0.2078280930024689
SI	P041	CDK2	0.3898434753344362
SII	P042	CDK2	0.0015854607268484119
SII	P043	CDK2	1.1260733781806324e-11
SII	P044	CDK2	1.1288902674668237e-08
SI	P046	CDK2	0.0014358722037421208
SI	P047	CDK2	0.0002234895368087663
SI	P048	CDK2	0.854787378772307
SI	P049	CDK2	2.2946364559584754e-10
SI	P050	CDK2	7.210438457753349e-08
SII	P051	CDK2	0.010804651377601272
SIII	P052	CDK2	0.18046514692663257
SI	P053	CDK2	0.0015868888664030587
SII	P054	CDK2	0.12718492550368812
SII	P055	CDK2	0.21657827407983785
SI	P056	CDK2	2.687575740508736e-13
SI	P057	CDK2	0.00025269718030048973
SI	P058	CDK2	0.002658039801425417
SI	P059	CDK2	0.08776869023612105
SI	P060	CDK2	8.486297823220561e-05
SII	P061	CDK2	0.0009213993575231564
SI	P062	CDK2	0.0219934416679611
SI	P063	CDK2	5.345591915926785e-07
SI	P064	CDK2	3.9874311669327327e-13
SI	P065	CDK2	1.4072460892243797e-11
SI	P066	CDK2	2.5779647737970573e-08
SI	P067	CDK2	0.0001897788769822117
SI	P068	CDK2	0.000931477261196889
SI	P069	CDK2	8.984881002263692e-10
SII	P070	CDK2	0.8501759203073059
SII	P071	CDK2	1.2306084853509506e-07
SIII	P072	CDK2	0.004024033720536152
SIII	P073	CDK2	0.954516328401544
SIII	P074	CDK2	0.6042411753391318
SIII	P075	CDK2	0.2162070153932383
SIII	P076	CDK2	0.0004434661263914527
SII	P077	CDK2	0.8565370712205678
SII	P078	CDK2	0.0024966999358684715
SIII	P079	CDK2	0.48944781892445466
SI	P080	CDK2	1.4415916565872887e-08
SII	P081	CDK2	4.524960124633884e-05
SI	P082	CDK2	0.16746105398226313
SIII	P083	CDK2	0.9926971571988258
SIII	P084	CDK2	0.7884249718397351
SIII	P085	CDK2	0.01008383503014597
SIII	P086	CDK2	0.09478499750823165
SI	P087	CDK2	3.6839145943995397e-07
SII	P088	CDK2	0.11358479544801495
SIII	P089	CDK2	0.030930625865399068
SI	P090	CDK2	0.31550053615660084
SIII	P091	CDK2	3.560178562331373e-05
SIII	P092	CDK2	0.7399306951477198
SIII	P093	CDK2	7.895831530577262e-06
SIII	P094	CDK2	0.17277525789134027
SII	P095	CDK2	0.2641803613785389
SI	P096	CDK2	0.0012890380399219912
SIII	P097	CDK2	6.54236919714103e-15
SIII	P098	CDK2	7.279498275205094e-19
SII	P099	CDK2	0.0941843257763937
SIII	P100	CDK2	2.3192432125387345e-08
SIII	P101	CDK2	0.23465877762503576
SI	P102	CDK2	4.469106709203376e-20
SI	P104	CDK2	2.1880024467044225e-09
SI	P105	CDK2	1.899975117096007e-15
SI	P106	CDK2	9.953244694141067e-14
SIII	P107	CDK2	0.03847517990142064
SI	P108	CDK2	6.764470244353978e-06
SII	P109	CDK2	0.027930048828195365
SII	P110	CDK2	0.6995513172177668
SI	P111	CDK2	1.897848830535236e-07
SIII	P112	CDK2	0.20414197521434707
SI	P113	CDK2	5.252803921980728e-12
SI	P114	CDK2	2.6181028581299537e-10
