Subtype	Sample	Kinase	Activity
SI	P001	PLK1	6.08480860713826e-06
SII	P002	PLK1	4.889097803783906e-06
SI	P003	PLK1	0.0163869517079384
SII	P004	PLK1	0.22773896437147342
SII	P005	PLK1	4.659360928565915e-05
SI	P006	PLK1	3.1625270368466635e-14
SII	P007	PLK1	6.729561059780483e-11
SII	P008	PLK1	2.3487575116093268e-11
SII	P009	PLK1	1.2772696506480193e-05
SI	P010	PLK1	0.005508534692071686
SII	P011	PLK1	0.048893814516663824
SII	P012	PLK1	1.0015684597466406e-05
SI	P013	PLK1	0.008332852882894598
SI	P014	PLK1	1.3472062372403825e-08
SI	P015	PLK1	0.0010834501352326184
SI	P016	PLK1	0.010633017621399517
SI	P017	PLK1	0.002610279866834481
SI	P018	PLK1	5.89621367320388e-16
SI	P019	PLK1	2.0675373524787614e-07
SI	P020	PLK1	8.226171636672863e-07
SI	P021	PLK1	1.7109428704260447e-06
SII	P022	PLK1	2.404549041431946e-15
SI	P023	PLK1	4.113919314754792e-09
SII	P025	PLK1	7.952334625043693e-10
SI	P026	PLK1	2.6734693859527647e-09
SII	P027	PLK1	0.0001505507025884001
SII	P028	PLK1	3.511879384741413e-07
SI	P029	PLK1	2.6650361227904777e-06
SI	P030	PLK1	8.698030713687284e-06
SII	P031	PLK1	0.009031657461762745
SIII	P032	PLK1	1.1679802013829389e-09
SII	P033	PLK1	1.2405731453469168e-07
SI	P034	PLK1	0.0012048852970512653
SIII	P035	PLK1	0.05377398672073841
SI	P036	PLK1	3.6819502272638806e-11
SII	P037	PLK1	0.000981167804399299
SII	P038	PLK1	0.8833714477654576
SI	P039	PLK1	2.4101585362866786e-05
SI	P040	PLK1	2.101225515118401e-07
SI	P041	PLK1	1.8127425504588162e-07
SII	P042	PLK1	9.688723871492761e-08
SII	P043	PLK1	1.3489634387606583e-10
SII	P044	PLK1	2.29393660972563e-06
SI	P046	PLK1	1.9193964919979038e-06
SI	P047	PLK1	0.0034303283363543817
SI	P048	PLK1	4.345077865950892e-05
SI	P049	PLK1	5.370422484764624e-05
SI	P050	PLK1	0.0003169359078224445
SII	P051	PLK1	1.387286661002607e-10
SIII	P052	PLK1	0.002896024907268303
SI	P053	PLK1	9.945223934772103e-15
SII	P054	PLK1	0.0002461770202239833
SII	P055	PLK1	0.00042871884998273
SI	P056	PLK1	0.00011247863553334354
SI	P057	PLK1	0.05311642002029713
SI	P058	PLK1	0.1521794581443745
SI	P059	PLK1	0.729768201267905
SI	P060	PLK1	1.5959799259605534e-12
SII	P061	PLK1	5.791850731175191e-07
SI	P062	PLK1	1.5257130005925559e-06
SI	P063	PLK1	0.00016196908201255536
SI	P064	PLK1	7.6041175657949165e-06
SI	P065	PLK1	4.1777250757543205e-05
SI	P066	PLK1	5.275551454185415e-13
SI	P067	PLK1	1.6593491925281322e-10
SI	P068	PLK1	4.220362972258913e-06
SI	P069	PLK1	0.0012128431497354102
SII	P070	PLK1	0.019736222955635
SII	P071	PLK1	6.381268457021833e-05
SIII	P072	PLK1	0.23936348719205136
SIII	P073	PLK1	0.03619693925124926
SIII	P074	PLK1	0.009411109213809974
SIII	P075	PLK1	0.026822283620614583
SIII	P076	PLK1	0.13080554251626778
SII	P077	PLK1	6.293120823533033e-07
SII	P078	PLK1	6.608883211689033e-06
SIII	P079	PLK1	0.03221873024994941
SI	P080	PLK1	1.0013897505735816e-06
SII	P081	PLK1	1.314721112024287e-06
SI	P082	PLK1	0.2508248781072946
SIII	P083	PLK1	0.005291864085110147
SIII	P084	PLK1	0.14383498297922948
SIII	P085	PLK1	0.20415837969768597
SIII	P086	PLK1	0.9779219625262654
SI	P087	PLK1	0.10326549853180289
SII	P088	PLK1	0.8484141113611655
SIII	P089	PLK1	1.1582989880545185e-05
SI	P090	PLK1	0.039014984152735854
SIII	P091	PLK1	0.0005616767059891882
SIII	P092	PLK1	0.006782746988865051
SIII	P093	PLK1	0.10512221672719808
SIII	P094	PLK1	0.07101175586429342
SII	P095	PLK1	0.6251477320873373
SI	P096	PLK1	3.7302215473885745e-06
SIII	P097	PLK1	0.9180100497582153
SIII	P098	PLK1	0.0001336555907365139
SII	P099	PLK1	0.07121328823219128
SIII	P100	PLK1	0.0076601437433071705
SIII	P101	PLK1	6.917778930309789e-09
SI	P102	PLK1	1.2716414955408908e-08
SI	P104	PLK1	3.333764506290316e-10
SI	P105	PLK1	3.705192659375332e-08
SI	P106	PLK1	0.00299775828447306
SIII	P107	PLK1	0.08137995428194425
SI	P108	PLK1	0.021026715708006568
SII	P109	PLK1	0.9162300577742867
SII	P110	PLK1	7.885179295490422e-07
SI	P111	PLK1	2.5141286331581816e-09
SIII	P112	PLK1	0.004948830174083141
SI	P113	PLK1	3.221508218539248e-10
SI	P114	PLK1	1.2243344763611958e-11
